# cid2code.txt (Version 08/28/2009)
#
# The data in this table contains 14 tab-delimited columns of
# information. The contents of this file supplement Technical Note
# #5079 "Adobe-GB1-5 Character Collection for CID-Keyed Fonts":
#
# http://www.adobe.com/devnet/font/
#
# This table contains lists CIDs 0 through 30283 in the first column,
# and provides additional columns that indicate whether a CID is used
# in a particular CMap file, and if so, provides the encoded value.
# Here are some common aspects of the data that you will find in this
# table:
#
# o All character codes are provided in hexadecimal notation.
#
# o Many of the CMap files indicated at the head of each column have
#   both "-H" (horizontal writing mode) and "-V" (vertical writing
#   mode) versions. Those with only a "-H" version are explicitly
#   shown with the "-H" appended. Those with both do not have a
#   writing mode suffix.
#
# o The character codes found in a corresponding "-V" (vertical
#   writing mode) CMap file are indicated by a "v" appended to the
#   hexadecimal code.
#
# o There may be cases of single CIDs being referenced in multiple
#   encoding points within a single CMap file. These cases are
#   comma-delimited, within the same column.
#
# The following is a synopsis of columns 2 through 14, and provides
# information about character set and encoding:
#
# o Column 2: Character codes for the "GB-H" and "GB-V" CMaps (GB
#   2312-80 character set, ISO-2022-CN encoding).
#
# o Column 3: Character codes for the "GB-EUC-H" and "GB-EUC-V" CMaps
#   (GB 2312-80 character set, EUC-CN encoding, half-width Latin
#   characters).
#
# o Column 4: Character codes for the "GBpc-EUC-H" and "GBpc-EUC-V"
#   CMaps (MacOS-S character set, EUC-CN encoding, proportional Latin
#   characters).
#
# o Column 5: Character codes for the "GBT-H" and "GBT-V" CMaps (GB/T
#   12345-90 character set, ISO-2022-CN encoding).
#
# o Column 6: Character codes for the "GBT-EUC-H" and "GBT-EUC-V"
#   CMaps (GB/T 12345-90 character set, EUC-CN encoding, half-width
#   Latin characters).
#
# o Column 7: Character codes for the "GBTpc-EUC-H" and "GBTpc-EUC-V"
#   CMaps (GB/T 12345-90 character set for MacOS-S, EUC-CN encoding,
#   proportional Latin characters).
#
# o Column 8: Character codes for the "GBK-EUC-H" and "GBK-EUC-V"
#   CMaps (GBK character set used on Windows 95 for PRC Chinese,
#   GBK encoding, half-width Latin characters).
#
# o Column 9: Character codes for the "GBKp-EUC-H" and "GBKp-EUC-V"
#   CMaps (GBK character set used on Windows 95 for PRC Chinese,
#   GBK encoding, proportional Latin characters).
#
# o Column 10: Character codes for the "GBK2K-H" and "GBK2K-V"
#   CMaps (GB 18030-2000 character set, the mixed one-, two-, and
#   four-byte encoding defined in GB 18030-2000, proportional Latin
#   characters).
#
# o Column 11: Character codes for the "UniGB-UCS2-H" and "UniGB-UCS2-V"
#   CMaps (Unicode UCS-2/UTF-16 encoding, proportional Latin characters).
#   (NOTE: These two CMap files are no longer being maintained. The
#   use of the UTF-8, UTF-16, and UTF-32 CMap files is recommended.)
#
# o Column 12: Character codes for the "UniGB-UTF8-H" and "UniGB-UTF8-V"
#   CMaps (Unicode 4.1 UTF-8 encoding, proportional Latin characters).
#
# o Column 13: Character codes for the "UniGB-UTF16-H" and
#   "UniGB-UTF16-V" CMaps (Unicode 4.1 UTF-16 encoding, proportional
#   Latin characters).
#
# o Column 14: Character codes for the "UniGB-UTF32-H" and
#   "UniGB-UTF32-V" CMaps (Unicode 4.1 UTF-32 encoding, proportional
#   Latin characters).
#
CID	GB	GB-EUC	GBpc-EUC	GBT	GBT-EUC	GBTpc-EUC	GBK-EUC	GBKp-EUC	GBK2K	UniGB-UCS2	UniGB-UTF8	UniGB-UTF16	UniGB-UTF32
220	224f	a2cf	a2cf	224f	a2cf	a2cf	a2cf	a2cf	a2cf	247e	e291be	247e	0000247e
221	2250	a2d0	a2d0	2250	a2d0	a2d0	a2d0	a2d0	a2d0	247f	e291bf	247f	0000247f
222	2251	a2d1	a2d1	2251	a2d1	a2d1	a2d1	a2d1	a2d1	2480	e29280	2480	00002480
223	2252	a2d2	a2d2	2252	a2d2	a2d2	a2d2	a2d2	a2d2	2481	e29281	2481	00002481
224	2253	a2d3	a2d3	2253	a2d3	a2d3	a2d3	a2d3	a2d3	2482	e29282	2482	00002482
225	2254	a2d4	a2d4	2254	a2d4	a2d4	a2d4	a2d4	a2d4	2483	e29283	2483	00002483
226	2255	a2d5	a2d5	2255	a2d5	a2d5	a2d5	a2d5	a2d5	2484	e29284	2484	00002484
227	2256	a2d6	a2d6	2256	a2d6	a2d6	a2d6	a2d6	a2d6	2485	e29285	2485	00002485
228	2257	a2d7	a2d7	2257	a2d7	a2d7	a2d7	a2d7	a2d7	2486	e29286	2486	00002486
229	2258	a2d8	a2d8	2258	a2d8	a2d8	a2d8	a2d8	a2d8	2487	e29287	2487	00002487
230	2259	a2d9	a2d9	2259	a2d9	a2d9	a2d9	a2d9	a2d9	2460	e291a0	2460	00002460
231	225a	a2da	a2da	225a	a2da	a2da	a2da	a2da	a2da	2461	e291a1	2461	00002461
232	225b	a2db	a2db	225b	a2db	a2db	a2db	a2db	a2db	2462	e291a2	2462	00002462
233	225c	a2dc	a2dc	225c	a2dc	a2dc	a2dc	a2dc	a2dc	2463	e291a3	2463	00002463
234	225d	a2dd	a2dd	225d	a2dd	a2dd	a2dd	a2dd	a2dd	2464	e291a4	2464	00002464
235	225e	a2de	a2de	225e	a2de	a2de	a2de	a2de	a2de	2465	e291a5	2465	00002465
236	225f	a2df	a2df	225f	a2df	a2df	a2df	a2df	a2df	2466	e291a6	2466	00002466
237	2260	a2e0	a2e0	2260	a2e0	a2e0	a2e0	a2e0	a2e0	2467	e291a7	2467	00002467
238	2261	a2e1	a2e1	2261	a2e1	a2e1	a2e1	a2e1	a2e1	2468	e291a8	2468	00002468
239	2262	a2e2	a2e2	2262	a2e2	a2e2	a2e2	a2e2	a2e2	2469	e291a9	2469	00002469
240	2265	a2e5	a2e5	2265	a2e5	a2e5	a2e5	a2e5	a2e5	3220	e388a0	3220	00003220
241	2266	a2e6	a2e6	2266	a2e6	a2e6	a2e6	a2e6	a2e6	3221	e388a1	3221	00003221
242	2267	a2e7	a2e7	2267	a2e7	a2e7	a2e7	a2e7	a2e7	3222	e388a2	3222	00003222
243	2268	a2e8	a2e8	2268	a2e8	a2e8	a2e8	a2e8	a2e8	3223	e388a3	3223	00003223
244	2269	a2e9	a2e9	2269	a2e9	a2e9	a2e9	a2e9	a2e9	3224	e388a4	3224	00003224
245	226a	a2ea	a2ea	226a	a2ea	a2ea	a2ea	a2ea	a2ea	3225	e388a5	3225	00003225
246	226b	a2eb	a2eb	226b	a2eb	a2eb	a2eb	a2eb	a2eb	3226	e388a6	3226	00003226
247	226c	a2ec	a2ec	226c	a2ec	a2ec	a2ec	a2ec	a2ec	3227	e388a7	3227	00003227
248	226d	a2ed	a2ed	226d	a2ed	a2ed	a2ed	a2ed	a2ed	3228	e388a8	3228	00003228
249	226e	a2ee	a2ee	226e	a2ee	a2ee	a2ee	a2ee	a2ee	3229	e388a9	3229	00003229
250	2271	a2f1	a2f1	2271	a2f1	a2f1	a2f1	a2f1	a2f1	2160	e285a0	2160	00002160
251	2272	a2f2	a2f2	2272	a2f2	a2f2	a2f2	a2f2	a2f2	2161	e285a1	2161	00002161
252	2273	a2f3	a2f3	2273	a2f3	a2f3	a2f3	a2f3	a2f3	2162	e285a2	2162	00002162
253	2274	a2f4	a2f4	2274	a2f4	a2f4	a2f4	a2f4	a2f4	2163	e285a3	2163	00002163
254	2275	a2f5	a2f5	2275	a2f5	a2f5	a2f5	a2f5	a2f5	2164	e285a4	2164	00002164
255	2276	a2f6	a2f6	2276	a2f6	a2f6	a2f6	a2f6	a2f6	2165	e285a5	2165	00002165
256	2277	a2f7	a2f7	2277	a2f7	a2f7	a2f7	a2f7	a2f7	2166	e285a6	2166	00002166
257	2278	a2f8	a2f8	2278	a2f8	a2f8	a2f8	a2f8	a2f8	2167	e285a7	2167	00002167
258	2279	a2f9	a2f9	2279	a2f9	a2f9	a2f9	a2f9	a2f9	2168	e285a8	2168	00002168
259	227a	a2fa	a2fa	227a	a2fa	a2fa	a2fa	a2fa	a2fa	2169	e285a9	2169	00002169
260	227b	a2fb	a2fb	227b	a2fb	a2fb	a2fb	a2fb	a2fb	216a	e285aa	216a	0000216a
261	227c	a2fc	a2fc	227c	a2fc	a2fc	a2fc	a2fc	a2fc	216b	e285ab	216b	0000216b
262	2321	a3a1	a3a1	2321	a3a1	a3a1	a3a1	a3a1	a3a1	ff01	efbc81	ff01	0000ff01
263	2322	a3a2	a3a2	2322	a3a2	a3a2	a3a2	a3a2	a3a2	ff02	efbc82	ff02	0000ff02
264	2323	a3a3	a3a3	2323	a3a3	a3a3	a3a3	a3a3	a3a3	ff03	efbc83	ff03	0000ff03
265	2324	a3a4	a3a4	2324	a3a4	a3a4	a3a4	a3a4	a3a4	ffe5	efbfa5	ffe5	0000ffe5
266	2325	a3a5	a3a5	2325	a3a5	a3a5	a3a5	a3a5	a3a5	ff05	efbc85	ff05	0000ff05
267	2326	a3a6	a3a6	2326	a3a6	a3a6	a3a6	a3a6	a3a6	ff06	efbc86	ff06	0000ff06
268	2327	a3a7	a3a7	2327	a3a7	a3a7	a3a7	a3a7	a3a7	ff07	efbc87	ff07	0000ff07
269	2328	a3a8	a3a8	2328	a3a8	a3a8	a3a8	a3a8	a3a8	ff08	efbc88	ff08	0000ff08
270	2329	a3a9	a3a9	2329	a3a9	a3a9	a3a9	a3a9	a3a9	ff09	efbc89	ff09	0000ff09
271	232a	a3aa	a3aa	232a	a3aa	a3aa	a3aa	a3aa	a3aa	ff0a	efbc8a	ff0a	0000ff0a
272	232b	a3ab	a3ab	232b	a3ab	a3ab	a3ab	a3ab	a3ab	ff0b	efbc8b	ff0b	0000ff0b
273	232c	a3ac	a3ac	232c	a3ac	a3ac	a3ac	a3ac	a3ac	ff0c	efbc8c	ff0c	0000ff0c
274	232d	a3ad	a3ad	232d	a3ad	a3ad	a3ad	a3ad	a3ad	ff0d	efbc8d	ff0d	0000ff0d
275	232e	a3ae	a3ae	232e	a3ae	a3ae	a3ae	a3ae	a3ae	ff0e	efbc8e	ff0e	0000ff0e
276	232f	a3af	a3af	232f	a3af	a3af	a3af	a3af	a3af	ff0f	efbc8f	ff0f	0000ff0f
277	2330	a3b0	a3b0	2330	a3b0	a3b0	a3b0	a3b0	a3b0	ff10	efbc90	ff10	0000ff10
278	2331	a3b1	a3b1	2331	a3b1	a3b1	a3b1	a3b1	a3b1	ff11	efbc91	ff11	0000ff11
279	2332	a3b2	a3b2	2332	a3b2	a3b2	a3b2	a3b2	a3b2	ff12	efbc92	ff12	0000ff12
280	2333	a3b3	a3b3	2333	a3b3	a3b3	a3b3	a3b3	a3b3	ff13	efbc93	ff13	0000ff13
281	2334	a3b4	a3b4	2334	a3b4	a3b4	a3b4	a3b4	a3b4	ff14	efbc94	ff14	0000ff14
282	2335	a3b5	a3b5	2335	a3b5	a3b5	a3b5	a3b5	a3b5	ff15	efbc95	ff15	0000ff15
283	2336	a3b6	a3b6	2336	a3b6	a3b6	a3b6	a3b6	a3b6	ff16	efbc96	ff16	0000ff16
284	2337	a3b7	a3b7	2337	a3b7	a3b7	a3b7	a3b7	a3b7	ff17	efbc97	ff17	0000ff17
285	2338	a3b8	a3b8	2338	a3b8	a3b8	a3b8	a3b8	a3b8	ff18	efbc98	ff18	0000ff18
286	2339	a3b9	a3b9	2339	a3b9	a3b9	a3b9	a3b9	a3b9	ff19	efbc99	ff19	0000ff19
287	233a	a3ba	a3ba	233a	a3ba	a3ba	a3ba	a3ba	a3ba	ff1a	efbc9a	ff1a	0000ff1a
288	233b	a3bb	a3bb	233b	a3bb	a3bb	a3bb	a3bb	a3bb	ff1b	efbc9b	ff1b	0000ff1b
289	233c	a3bc	a3bc	233c	a3bc	a3bc	a3bc	a3bc	a3bc	ff1c	efbc9c	ff1c	0000ff1c
290	233d	a3bd	a3bd	233d	a3bd	a3bd	a3bd	a3bd	a3bd	ff1d	efbc9d	ff1d	0000ff1d
291	233e	a3be	a3be	233e	a3be	a3be	a3be	a3be	a3be	ff1e	efbc9e	ff1e	0000ff1e
292	233f	a3bf	a3bf	233f	a3bf	a3bf	a3bf	a3bf	a3bf	ff1f	efbc9f	ff1f	0000ff1f
293	2340	a3c0	a3c0	2340	a3c0	a3c0	a3c0	a3c0	a3c0	ff20	efbca0	ff20	0000ff20
294	2341	a3c1	a3c1	2341	a3c1	a3c1	a3c1	a3c1	a3c1	ff21	efbca1	ff21	0000ff21
295	2342	a3c2	a3c2	2342	a3c2	a3c2	a3c2	a3c2	a3c2	ff22	efbca2	ff22	0000ff22
296	2343	a3c3	a3c3	2343	a3c3	a3c3	a3c3	a3c3	a3c3	ff23	efbca3	ff23	0000ff23
297	2344	a3c4	a3c4	2344	a3c4	a3c4	a3c4	a3c4	a3c4	ff24	efbca4	ff24	0000ff24
298	2345	a3c5	a3c5	2345	a3c5	a3c5	a3c5	a3c5	a3c5	ff25	efbca5	ff25	0000ff25
299	2346	a3c6	a3c6	2346	a3c6	a3c6	a3c6	a3c6	a3c6	ff26	efbca6	ff26	0000ff26
300	2347	a3c7	a3c7	2347	a3c7	a3c7	a3c7	a3c7	a3c7	ff27	efbca7	ff27	0000ff27
301	2348	a3c8	a3c8	2348	a3c8	a3c8	a3c8	a3c8	a3c8	ff28	efbca8	ff28	0000ff28
302	2349	a3c9	a3c9	2349	a3c9	a3c9	a3c9	a3c9	a3c9	ff29	efbca9	ff29	0000ff29
303	234a	a3ca	a3ca	234a	a3ca	a3ca	a3ca	a3ca	a3ca	ff2a	efbcaa	ff2a	0000ff2a
304	234b	a3cb	a3cb	234b	a3cb	a3cb	a3cb	a3cb	a3cb	ff2b	efbcab	ff2b	0000ff2b
305	234c	a3cc	a3cc	234c	a3cc	a3cc	a3cc	a3cc	a3cc	ff2c	efbcac	ff2c	0000ff2c
306	234d	a3cd	a3cd	234d	a3cd	a3cd	a3cd	a3cd	a3cd	ff2d	efbcad	ff2d	0000ff2d
307	234e	a3ce	a3ce	234e	a3ce	a3ce	a3ce	a3ce	a3ce	ff2e	efbcae	ff2e	0000ff2e
308	234f	a3cf	a3cf	234f	a3cf	a3cf	a3cf	a3cf	a3cf	ff2f	efbcaf	ff2f	0000ff2f
309	2350	a3d0	a3d0	2350	a3d0	a3d0	a3d0	a3d0	a3d0	ff30	efbcb0	ff30	0000ff30
310	2351	a3d1	a3d1	2351	a3d1	a3d1	a3d1	a3d1	a3d1	ff31	efbcb1	ff31	0000ff31
311	2352	a3d2	a3d2	2352	a3d2	a3d2	a3d2	a3d2	a3d2	ff32	efbcb2	ff32	0000ff32
312	2353	a3d3	a3d3	2353	a3d3	a3d3	a3d3	a3d3	a3d3	ff33	efbcb3	ff33	0000ff33
313	2354	a3d4	a3d4	2354	a3d4	a3d4	a3d4	a3d4	a3d4	ff34	efbcb4	ff34	0000ff34
314	2355	a3d5	a3d5	2355	a3d5	a3d5	a3d5	a3d5	a3d5	ff35	efbcb5	ff35	0000ff35
315	2356	a3d6	a3d6	2356	a3d6	a3d6	a3d6	a3d6	a3d6	ff36	efbcb6	ff36	0000ff36
316	2357	a3d7	a3d7	2357	a3d7	a3d7	a3d7	a3d7	a3d7	ff37	efbcb7	ff37	0000ff37
317	2358	a3d8	a3d8	2358	a3d8	a3d8	a3d8	a3d8	a3d8	ff38	efbcb8	ff38	0000ff38
318	2359	a3d9	a3d9	2359	a3d9	a3d9	a3d9	a3d9	a3d9	ff39	efbcb9	ff39	0000ff39
319	235a	a3da	a3da	235a	a3da	a3da	a3da	a3da	a3da	ff3a	efbcba	ff3a	0000ff3a
320	235b	a3db	a3db	235b	a3db	a3db	a3db	a3db	a3db	ff3b	efbcbb	ff3b	0000ff3b
321	235c	a3dc	a3dc	235c	a3dc	a3dc	a3dc	a3dc	a3dc	ff3c	efbcbc	ff3c	0000ff3c
322	235d	a3dd	a3dd	235d	a3dd	a3dd	a3dd	a3dd	a3dd	ff3d	efbcbd	ff3d	0000ff3d
323	235e	a3de	a3de	235e	a3de	a3de	a3de	a3de	a3de	ff3e	efbcbe	ff3e	0000ff3e
324	235f	a3df	a3df	235f	a3df	a3df	a3df	a3df	a3df	ff3f	efbcbf	ff3f	0000ff3f
325	2360	a3e0	a3e0	2360	a3e0	a3e0	a3e0	a3e0	a3e0	ff40	efbd80	ff40	0000ff40
326	2361	a3e1	a3e1	2361	a3e1	a3e1	a3e1	a3e1	a3e1	ff41	efbd81	ff41	0000ff41
327	2362	a3e2	a3e2	2362	a3e2	a3e2	a3e2	a3e2	a3e2	ff42	efbd82	ff42	0000ff42
328	2363	a3e3	a3e3	2363	a3e3	a3e3	a3e3	a3e3	a3e3	ff43	efbd83	ff43	0000ff43
329	2364	a3e4	a3e4	2364	a3e4	a3e4	a3e4	a3e4	a3e4	ff44	efbd84	ff44	0000ff44
330	2365	a3e5	a3e5	2365	a3e5	a3e5	a3e5	a3e5	a3e5	ff45	efbd85	ff45	0000ff45
331	2366	a3e6	a3e6	2366	a3e6	a3e6	a3e6	a3e6	a3e6	ff46	efbd86	ff46	0000ff46
332	2367	a3e7	a3e7	2367	a3e7	a3e7	a3e7	a3e7	a3e7	ff47	efbd87	ff47	0000ff47
333	2368	a3e8	a3e8	2368	a3e8	a3e8	a3e8	a3e8	a3e8	ff48	efbd88	ff48	0000ff48
334	2369	a3e9	a3e9	2369	a3e9	a3e9	a3e9	a3e9	a3e9	ff49	efbd89	ff49	0000ff49
335	236a	a3ea	a3ea	236a	a3ea	a3ea	a3ea	a3ea	a3ea	ff4a	efbd8a	ff4a	0000ff4a
336	236b	a3eb	a3eb	236b	a3eb	a3eb	a3eb	a3eb	a3eb	ff4b	efbd8b	ff4b	0000ff4b
337	236c	a3ec	a3ec	236c	a3ec	a3ec	a3ec	a3ec	a3ec	ff4c	efbd8c	ff4c	0000ff4c
338	236d	a3ed	a3ed	236d	a3ed	a3ed	a3ed	a3ed	a3ed	ff4d	efbd8d	ff4d	0000ff4d
339	236e	a3ee	a3ee	236e	a3ee	a3ee	a3ee	a3ee	a3ee	ff4e	efbd8e	ff4e	0000ff4e
340	236f	a3ef	a3ef	236f	a3ef	a3ef	a3ef	a3ef	a3ef	ff4f	efbd8f	ff4f	0000ff4f
341	2370	a3f0	a3f0	2370	a3f0	a3f0	a3f0	a3f0	a3f0	ff50	efbd90	ff50	0000ff50
342	2371	a3f1	a3f1	2371	a3f1	a3f1	a3f1	a3f1	a3f1	ff51	efbd91	ff51	0000ff51
343	2372	a3f2	a3f2	2372	a3f2	a3f2	a3f2	a3f2	a3f2	ff52	efbd92	ff52	0000ff52
344	2373	a3f3	a3f3	2373	a3f3	a3f3	a3f3	a3f3	a3f3	ff53	efbd93	ff53	0000ff53
345	2374	a3f4	a3f4	2374	a3f4	a3f4	a3f4	a3f4	a3f4	ff54	efbd94	ff54	0000ff54
346	2375	a3f5	a3f5	2375	a3f5	a3f5	a3f5	a3f5	a3f5	ff55	efbd95	ff55	0000ff55
347	2376	a3f6	a3f6	2376	a3f6	a3f6	a3f6	a3f6	a3f6	ff56	efbd96	ff56	0000ff56
348	2377	a3f7	a3f7	2377	a3f7	a3f7	a3f7	a3f7	a3f7	ff57	efbd97	ff57	0000ff57
349	2378	a3f8	a3f8	2378	a3f8	a3f8	a3f8	a3f8	a3f8	ff58	efbd98	ff58	0000ff58
350	2379	a3f9	a3f9	2379	a3f9	a3f9	a3f9	a3f9	a3f9	ff59	efbd99	ff59	0000ff59
351	237a	a3fa	a3fa	237a	a3fa	a3fa	a3fa	a3fa	a3fa	ff5a	efbd9a	ff5a	0000ff5a
352	237b	a3fb	a3fb	237b	a3fb	a3fb	a3fb	a3fb	a3fb	ff5b	efbd9b	ff5b	0000ff5b
353	237c	a3fc	a3fc	237c	a3fc	a3fc	a3fc	a3fc	a3fc	ff5c	efbd9c	ff5c	0000ff5c
354	237d	a3fd	a3fd	237d	a3fd	a3fd	a3fd	a3fd	a3fd	ff5d	efbd9d	ff5d	0000ff5d
355	237e	a3fe	a3fe	237e	a3fe	a3fe	a3fe	a3fe	a3fe	ffe3	efbfa3	ffe3	0000ffe3
356	2421	a4a1	a4a1	2421	a4a1	a4a1	a4a1	a4a1	a4a1	3041	e38181	3041	00003041
357	2422	a4a2	a4a2	2422	a4a2	a4a2	a4a2	a4a2	a4a2	3042	e38182	3042	00003042
358	2423	a4a3	a4a3	2423	a4a3	a4a3	a4a3	a4a3	a4a3	3043	e38183	3043	00003043
359	2424	a4a4	a4a4	2424	a4a4	a4a4	a4a4	a4a4	a4a4	3044	e38184	3044	00003044
360	2425	a4a5	a4a5	2425	a4a5	a4a5	a4a5	a4a5	a4a5	3045	e38185	3045	00003045
361	2426	a4a6	a4a6	2426	a4a6	a4a6	a4a6	a4a6	a4a6	3046	e38186	3046	00003046
362	2427	a4a7	a4a7	2427	a4a7	a4a7	a4a7	a4a7	a4a7	3047	e38187	3047	00003047
363	2428	a4a8	a4a8	2428	a4a8	a4a8	a4a8	a4a8	a4a8	3048	e38188	3048	00003048
364	2429	a4a9	a4a9	2429	a4a9	a4a9	a4a9	a4a9	a4a9	3049	e38189	3049	00003049
365	242a	a4aa	a4aa	242a	a4aa	a4aa	a4aa	a4aa	a4aa	304a	e3818a	304a	0000304a
366	242b	a4ab	a4ab	242b	a4ab	a4ab	a4ab	a4ab	a4ab	304b	e3818b	304b	0000304b
367	242c	a4ac	a4ac	242c	a4ac	a4ac	a4ac	a4ac	a4ac	304c	e3818c	304c	0000304c
368	242d	a4ad	a4ad	242d	a4ad	a4ad	a4ad	a4ad	a4ad	304d	e3818d	304d	0000304d
369	242e	a4ae	a4ae	242e	a4ae	a4ae	a4ae	a4ae	a4ae	304e	e3818e	304e	0000304e
370	242f	a4af	a4af	242f	a4af	a4af	a4af	a4af	a4af	304f	e3818f	304f	0000304f
371	2430	a4b0	a4b0	2430	a4b0	a4b0	a4b0	a4b0	a4b0	3050	e38190	3050	00003050
372	2431	a4b1	a4b1	2431	a4b1	a4b1	a4b1	a4b1	a4b1	3051	e38191	3051	00003051
373	2432	a4b2	a4b2	2432	a4b2	a4b2	a4b2	a4b2	a4b2	3052	e38192	3052	00003052
374	2433	a4b3	a4b3	2433	a4b3	a4b3	a4b3	a4b3	a4b3	3053	e38193	3053	00003053
375	2434	a4b4	a4b4	2434	a4b4	a4b4	a4b4	a4b4	a4b4	3054	e38194	3054	00003054
376	2435	a4b5	a4b5	2435	a4b5	a4b5	a4b5	a4b5	a4b5	3055	e38195	3055	00003055
377	2436	a4b6	a4b6	2436	a4b6	a4b6	a4b6	a4b6	a4b6	3056	e38196	3056	00003056
378	2437	a4b7	a4b7	2437	a4b7	a4b7	a4b7	a4b7	a4b7	3057	e38197	3057	00003057
379	2438	a4b8	a4b8	2438	a4b8	a4b8	a4b8	a4b8	a4b8	3058	e38198	3058	00003058
380	2439	a4b9	a4b9	2439	a4b9	a4b9	a4b9	a4b9	a4b9	3059	e38199	3059	00003059
381	243a	a4ba	a4ba	243a	a4ba	a4ba	a4ba	a4ba	a4ba	305a	e3819a	305a	0000305a
382	243b	a4bb	a4bb	243b	a4bb	a4bb	a4bb	a4bb	a4bb	305b	e3819b	305b	0000305b
383	243c	a4bc	a4bc	243c	a4bc	a4bc	a4bc	a4bc	a4bc	305c	e3819c	305c	0000305c
384	243d	a4bd	a4bd	243d	a4bd	a4bd	a4bd	a4bd	a4bd	305d	e3819d	305d	0000305d
385	243e	a4be	a4be	243e	a4be	a4be	a4be	a4be	a4be	305e	e3819e	305e	0000305e
386	243f	a4bf	a4bf	243f	a4bf	a4bf	a4bf	a4bf	a4bf	305f	e3819f	305f	0000305f
387	2440	a4c0	a4c0	2440	a4c0	a4c0	a4c0	a4c0	a4c0	3060	e381a0	3060	00003060
388	2441	a4c1	a4c1	2441	a4c1	a4c1	a4c1	a4c1	a4c1	3061	e381a1	3061	00003061
389	2442	a4c2	a4c2	2442	a4c2	a4c2	a4c2	a4c2	a4c2	3062	e381a2	3062	00003062
390	2443	a4c3	a4c3	2443	a4c3	a4c3	a4c3	a4c3	a4c3	3063	e381a3	3063	00003063
391	2444	a4c4	a4c4	2444	a4c4	a4c4	a4c4	a4c4	a4c4	3064	e381a4	3064	00003064
392	2445	a4c5	a4c5	2445	a4c5	a4c5	a4c5	a4c5	a4c5	3065	e381a5	3065	00003065
393	2446	a4c6	a4c6	2446	a4c6	a4c6	a4c6	a4c6	a4c6	3066	e381a6	3066	00003066
394	2447	a4c7	a4c7	2447	a4c7	a4c7	a4c7	a4c7	a4c7	3067	e381a7	3067	00003067
395	2448	a4c8	a4c8	2448	a4c8	a4c8	a4c8	a4c8	a4c8	3068	e381a8	3068	00003068
396	2449	a4c9	a4c9	2449	a4c9	a4c9	a4c9	a4c9	a4c9	3069	e381a9	3069	00003069
397	244a	a4ca	a4ca	244a	a4ca	a4ca	a4ca	a4ca	a4ca	306a	e381aa	306a	0000306a
398	244b	a4cb	a4cb	244b	a4cb	a4cb	a4cb	a4cb	a4cb	306b	e381ab	306b	0000306b
399	244c	a4cc	a4cc	244c	a4cc	a4cc	a4cc	a4cc	a4cc	306c	e381ac	306c	0000306c
400	244d	a4cd	a4cd	244d	a4cd	a4cd	a4cd	a4cd	a4cd	306d	e381ad	306d	0000306d
401	244e	a4ce	a4ce	244e	a4ce	a4ce	a4ce	a4ce	a4ce	306e	e381ae	306e	0000306e
402	244f	a4cf	a4cf	244f	a4cf	a4cf	a4cf	a4cf	a4cf	306f	e381af	306f	0000306f
403	2450	a4d0	a4d0	2450	a4d0	a4d0	a4d0	a4d0	a4d0	3070	e381b0	3070	00003070
404	2451	a4d1	a4d1	2451	a4d1	a4d1	a4d1	a4d1	a4d1	3071	e381b1	3071	00003071
405	2452	a4d2	a4d2	2452	a4d2	a4d2	a4d2	a4d2	a4d2	3072	e381b2	3072	00003072
406	2453	a4d3	a4d3	2453	a4d3	a4d3	a4d3	a4d3	a4d3	3073	e381b3	3073	00003073
407	2454	a4d4	a4d4	2454	a4d4	a4d4	a4d4	a4d4	a4d4	3074	e381b4	3074	00003074
408	2455	a4d5	a4d5	2455	a4d5	a4d5	a4d5	a4d5	a4d5	3075	e381b5	3075	00003075
409	2456	a4d6	a4d6	2456	a4d6	a4d6	a4d6	a4d6	a4d6	3076	e381b6	3076	00003076
410	2457	a4d7	a4d7	2457	a4d7	a4d7	a4d7	a4d7	a4d7	3077	e381b7	3077	00003077
411	2458	a4d8	a4d8	2458	a4d8	a4d8	a4d8	a4d8	a4d8	3078	e381b8	3078	00003078
412	2459	a4d9	a4d9	2459	a4d9	a4d9	a4d9	a4d9	a4d9	3079	e381b9	3079	00003079
413	245a	a4da	a4da	245a	a4da	a4da	a4da	a4da	a4da	307a	e381ba	307a	0000307a
414	245b	a4db	a4db	245b	a4db	a4db	a4db	a4db	a4db	307b	e381bb	307b	0000307b
415	245c	a4dc	a4dc	245c	a4dc	a4dc	a4dc	a4dc	a4dc	307c	e381bc	307c	0000307c
416	245d	a4dd	a4dd	245d	a4dd	a4dd	a4dd	a4dd	a4dd	307d	e381bd	307d	0000307d
417	245e	a4de	a4de	245e	a4de	a4de	a4de	a4de	a4de	307e	e381be	307e	0000307e
418	245f	a4df	a4df	245f	a4df	a4df	a4df	a4df	a4df	307f	e381bf	307f	0000307f
419	2460	a4e0	a4e0	2460	a4e0	a4e0	a4e0	a4e0	a4e0	3080	e38280	3080	00003080
420	2461	a4e1	a4e1	2461	a4e1	a4e1	a4e1	a4e1	a4e1	3081	e38281	3081	00003081
421	2462	a4e2	a4e2	2462	a4e2	a4e2	a4e2	a4e2	a4e2	3082	e38282	3082	00003082
422	2463	a4e3	a4e3	2463	a4e3	a4e3	a4e3	a4e3	a4e3	3083	e38283	3083	00003083
423	2464	a4e4	a4e4	2464	a4e4	a4e4	a4e4	a4e4	a4e4	3084	e38284	3084	00003084
